keyword,title,link,authors,journal,year,snippet,full_abstract,pdf_url
Geographical Tourism,Violence and dispossession in tourism development: A critical geographical approach,https://www.tandfonline.com/doi/abs/10.1080/09669582.2017.1293401,"J Devine, D Ojeda",Journal of Sustainable Tourism,2017,"… post-colonialism, as well as geographical concepts like space, place, … geographical approach, contributing to new trends in tourism studies that delve into the violence inherent to tourism…",,https://www.tandfonline.com/doi/pdf/10.1080/09669582.2017.1293401
Geographical Tourism,The impact of distance on tourism: a tourism geography law,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003152453-8/impact-distance-tourism-tourism-geography-law-bob-mckercher,B McKercher,Tourism spaces,2021,"… of tourism, extending well beyond the volume of tourist movements. It also reflects changes in the types of tourist … This brief will explain how it applies to tourism. Waters (2017) indicates …",,
Geographical Tourism,Approach to formation of enogastronomic tourism based on the geographical indication system,https://geology-dnu.dp.ua/index.php/GG/article/view/969,"LY Matviichuk, MI Lepkyi, YY Dashchuk…",… Geology,2022,"… Changes in the tourism sector are the reasons for the development … tourist routes, related to the use of geographical indication system as a means of individualizing subjects of tourism. …",,https://geology-dnu.dp.ua/index.php/GG/article/download/969/788
Geographical Tourism,"Tourism geography: Critical understandings of place, space and experience",https://www.taylorfrancis.com/books/mono/10.4324/9780203743881/tourism-geography-stephen-williams,S Williams,2014,2014,"… definitions and concepts, along with an introduction to some of the major themes in contemporary geographic research on tourism, which are further developed in subsequent chapters …",,http://ndl.ethernet.edu.et/bitstream/123456789/43715/1/60.Stephen%20Williams.pdf
Geographical Tourism,Linking tourism to the sustainable development goals: A geographical perspective,https://www.tandfonline.com/doi/full/10.1080/14616688.2018.1434818,R Scheyvens,Tourism Geographies,2018,"… tourism geographers consider how we might utilise the SDGs to analyse the linkages between tourism … and linkages between the agriculture and tourism sectors in a particular country, …",,https://www.researchgate.net/profile/Regina-Scheyvens-2/publication/323086477_Linking_tourism_to_the_sustainable_development_goals_a_geographical_perspective/links/63fe80d4b1704f343f8d42b8/Linking-tourism-to-the-sustainable-development-goals-a-geographical-perspective.pdf
Geographical Tourism,Geographical features of pilgrimage tourism (in the case of Kashkadarya region),https://cyberleninka.ru/article/n/geographical-features-of-pilgrimage-tourism-in-the-case-of-kashkadarya-region,IB Safarov,Экономика и социум,2023,"… Improving tourist activity through the development of tourism … objects, their economic geographical aspects, the analysis of … and natural geographical objects of pilgrimage tourism is …",,
Geographical Tourism,The Geography of International Tourism. Resource Paper No. 76-1.,https://eric.ed.gov/?id=ED155110,IM Matley,1976,1976,… geography which have seen relatively recent development aS academic subjects are the geography of recreation and the geography of tourism.. … in tourism as an object of serious study. …,,https://files.eric.ed.gov/fulltext/ED155110.pdf
Geographical Tourism,The geography of tourism: an introduction,https://www.sciencedirect.com/science/article/pii/0160738379901002,LS Mitchell,Annals of Tourism Research,1979,"… In conclusion, this special issue of Annals of Tourism Research on the Geography of Tourism presents a representative sample of the types of research being conducted by geographers…",,
Geographical Tourism,Teaching tourism geography,https://www.tandfonline.com/doi/full/10.1080/14616680802643367,D Che,Tourism Geographies,2009,"… geography courses, and core courses, which include a mix of existing geography, tourism … Drawing from geography, THS specifically includes content on sustainability and the culture …",,
Geographical Tourism,Accessibility of tourism space from a geographical perspective,https://www.ceeol.com/search/article-detail?id=664542,A Zajadacz,Turyzm,2014,"… geographical research (physical, socio-economic) allows this issue to be viewed systemically. Drawing on the fields of geography and accessible tourism, … accessibility of tourism space …",,https://yadda.icm.edu.pl/cejsh/element/bwmeta1.element.ojs-doi-10_2478_tour-2014-0005/c/7547-7590.pdf
Geographical Tourism,A companion to tourism,https://books.google.com/books?hl=en&lr=&id=nePEB4e3Y0EC&oi=fnd&pg=PR5&dq=Geographical+Tourism&ots=6490wVJaHb&sig=JKbYl6DBOl0gPlimSXmCAhW0-_o,"AA Lew, CM Hall, AM Williams",2008,2008,"… geography to our understanding of tourism. We recognize, of course, that geography does not have a monopoly on tourism … that tourism is intrinsically of concern to geography and geog…",,http://repository.mut.ac.ke:8080/xmlui/bitstream/handle/123456789/26/A%20Companion%20to%20Tourism%20%282004%29.pdf?sequence=1&isAllowed=y
Geographical Tourism,The effects of local food and local products with geographical indication on the development of tourism gastronomy,https://www.mdpi.com/2071-1050/13/12/6692,"H Pamukçu, Ö Saraç, S Aytuğar, M Sandıkçı",Sustainability,2021,"… with geographical indication. … tourism is local products registered with geographical indications with an impact rate of 60%. The effect of local foods, registered with geographical …",,
Geographical Tourism,The study of tourism in Britain—a geographical perspective,https://link.springer.com/article/10.1007/BF00518315,BS Duffield,GeoJournal,1984,… from other disciplines have often made significant contributions which extend our understanding of the geography of tourism in Britain and their work is instanced where appropriate. …,,
Geographical Tourism,The concept of tourism destination in the context of geographical space,https://journals.ysu.am/index.php/proceedings-geol-geogr/article/view/vol54_no3_2020_pp203-210,GP Aleksanyan,… of the YSU c: geological and geographical …,2020,"… Thus, based on the above, the task is to present the geographical content of the tourism destination in this article, in particular “is a tourism destination a kind of geographic space and …",,https://journals.ysu.am/index.php/proceedings-geol-geogr/article/download/vol54_no3_2020_pp203-210/pdf
Geographical Tourism,Rural tourism: from geographical constructs to models of development,https://link.springer.com/article/10.1134/S1875372821010145,"AI Zyrianov, VA Semiglazova",Geography and Natural Resources,2021,… and outline rural tourism as well as to identify its specifics through the tourism system as a … of economic geography are the most suitable for the study of rural tourism. GEOGRAPHIC …,,
Geographical Tourism,A geographical approach to trust in tourism,https://www.tandfonline.com/doi/abs/10.1080/14616688.2019.1652337,"J Sun, Y Yang, A de Jong",Tourism Geographies,2020,… tourism project in … tourism research and geographical conceptualisations of trust is called for – as a way to attend to spatial and scalar differences in understanding of trust within tourism …,,https://eprints.gla.ac.uk/212467/7/212467.pdf
Geographical Tourism,Wine tourism development in South Africa: a geographical analysis,https://www.tandfonline.com/doi/abs/10.1080/14616688.2017.1298152,"SLA Ferreira, CA Hunter",Tourism Geographies,2017,… presents a geographical analysis of the development and current state of wine tourism in the region that can assist in the country's efforts to enhance and preserve wine tourism in the …,,https://www.researchgate.net/profile/Sanette-Ferreira/publication/315348722_Wine_tourism_development_in_South_Africa_a_geographical_analysis/links/5c5ad4a192851c48a9bdb907/Wine-tourism-development-in-South-Africa-a-geographical-analysis.pdf
Geographical Tourism,The use of geographical information systems for tourism marketing purposes in Aveiro region (Portugal),https://www.sciencedirect.com/science/article/pii/S2211973617301149,"H Albuquerque, C Costa, F Martins",Tourism management perspectives,2018,"… develop a geographic database, including all tourist sites in Petra city; to promote tourist sites … actual role of GIS applications in tourism marketing in the context of the continual growth of …",,https://www.academia.edu/download/112129331/2017_Albuquerque_etal_online.pdf
Geographical Tourism,Geography: The substance of tourism,https://www.tandfonline.com/doi/full/10.1080/14616688.2017.1402948,DJ Timothy,Tourism Geographies,2018,"… subfields of geography, in shedding light on many aspects of tourism. There has been an increase in geographical analysis of tourism planning, urban development, tourism policy, and …",,https://www.tandfonline.com/doi/pdf/10.1080/14616688.2017.1402948
Geographical Tourism,"Tourism, performance, and place: A geographic perspective",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315550701&type=googlepdf,"JM Rickly-Boyd, DC Knudsen, LC Braverman",2016,2016,… geographic perspectives are particularly attuned to consider a holistic analysis of tourism. … are also set within broader geographic scales and networks of which tourist flows are just one …,,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315550701&type=googlepdf
Geographical Tourism,"Leisure, recreation, tourism: A geographic view on integration",https://www.sciencedirect.com/science/article/pii/0160738387901083,"M Jansen-Verbeke, A Dietvorst",Annals of Tourism Research,1987,"… focuses on some geographic perspectives to study the leisure, recreation, and tourism (LRT… experience, recreation activities, and tourism behavior has recently been faced with major …",,https://www.academia.edu/download/49283823/0160-7383_2887_2990108-320161002-756-in7lnn.pdf
Geographical Tourism,The emerging global tourism geography—An environmental sustainability perspective,https://www.mdpi.com/2071-1050/4/1/42,"P Peeters, M Landré",Sustainability,2011,… fail to clearly describe this geographical … tourism geography’ and shows how this may help to better understand the causes of the environmentally unsustainable development of tourism …,,
Geographical Tourism,Participatory approaches and geographical information systems (PAGIS) in tourism planning,https://www.tandfonline.com/doi/abs/10.1080/14616680500164666,"JC Hasse, S Milne",Tourism Geographies,2005,… This paper explores how participatory approaches (PA) and geographical information … towards tourism and enhance participation and stakeholder interaction in tourism planning. The …,,
Geographical Tourism,An historical geography of recreation and tourism in the western world: 1540-1940.,https://www.cabidigitallibrary.org/doi/full/10.5555/19971803038,J Towner,1996,1996,"… An historical geographical approach is applied to the field of recreation and tourism. A wide … The geographical focus is not restricted to Britain and Europe, as North America is …",,
Geographical Tourism,The importance of geographical indication in gastronomy tourism: Turkey,https://www.researchgate.net/profile/Seydi-Yikmis/publication/311705089_The_importance_of_geographical_indication_in_gastronomy_tourism_Turkey/links/5ad0d6ee0f7e9b285930e394/The-importance-of-geographical-indication-in-gastronomy-tourism-Turkey.pdf,"S Yıkmış, A Ünal",International Journal of Agricultural and Life …,2016,"… Turkey, as a country with rich natural and human resources has high product diversity which has geographical indications potentially. Geographical indication in gastronomy tourism is …",,https://www.researchgate.net/profile/Seydi-Yikmis/publication/311705089_The_importance_of_geographical_indication_in_gastronomy_tourism_Turkey/links/5ad0d6ee0f7e9b285930e394/The-importance-of-geographical-indication-in-gastronomy-tourism-Turkey.pdf
Geographical Tourism,Research on the application of geographic information system in tourism management,https://www.sciencedirect.com/science/article/pii/S1878029612003957,W Wei,Procedia Environmental Sciences,2012,"… Information System (GIS) and Travel Geographic Information System (TGIS), this paper … geographic information system plays in tourism management. Tourism has a strong geographical …",,https://www.sciencedirect.com/science/article/pii/S1878029612003957/pdf?md5=682cf6c193aae604b0842d4e51ad1910&pid=1-s2.0-S1878029612003957-main.pdf
Geographical Tourism,The Arctification of northern tourism: A longitudinal geographical analysis of firm names in Sweden,https://www.tandfonline.com/doi/abs/10.1080/1088937X.2022.2032449,"R Marjavaara, RO Nilsson, DK Müller",Polar Geography,2022,"… process among tourism firms in northern Sweden. Hence, the study’s geographical analysis … , a short background of tourism development will illustrate the study’s geographical context. …",,https://www.tandfonline.com/doi/pdf/10.1080/1088937X.2022.2032449
Geographical Tourism,Geographical mapping of visitor flow in tourism: A user-generated content approach,https://journals.sagepub.com/doi/abs/10.1177/1354816618776749,"LK Cvelbar, M Mayr, D Vavpotic",Tourism Economics,2018,"… For decades, we have been treating destinations as rigorous geographical and … tourism and cater to the needs of those visitors, we have to understand groups of geographical …",,https://www.academia.edu/download/87035655/135481661877674920220605-1-1i3fzen.pdf
Geographical Tourism,Geographies of tourism development and planning,https://www.tandfonline.com/doi/abs/10.1080/14616688.2017.1307442%4010.1080/tfocoll.2023.0.issue-Tourism_Geographies_2023,"J Saarinen, CM Rogerson, CM Hall",Tourism Geographies,2017,… A brief overview of early phases and current directions of development and planning approaches in geographical tourism research shows how traditional approaches are still relevant. …,,https://www.tandfonline.com/doi/pdf/10.1080/14616688.2017.1307442
Geographical Tourism,Leisure/tourism geographies: practices and geographical knowledge,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203350461&type=googlepdf,D Crouch,2013,2013,"… leisure and tourism, this book documents a lively debate, placing geography at its centre. … Understanding 'Heritage' in terms of lay geography directs attention to the tourist/leisure …",,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203350461&type=googlepdf
Geographical Tourism,"Web-based geographical information system (GIS) for tourism in Oyo State, Nigeria",https://www.researchgate.net/profile/Victor-Balogun/publication/45949716_Web-Based_Geographical_Information_System_GIS_for_Tourism_in_Oyo_State_Nigeria/links/5e6fa41092851ce30dfadf06/Web-Based-Geographical-Information-System-GIS-for-Tourism-in-Oyo-State-Nigeria.pdf,"O Fajuyigbe, VF Balogun…",Information Technology …,2007,… It discuses how a Web-based Geographical Information System (GIS) is used for the rendering and analysis of tourism information for the efficient management and promotion of tourism…,,https://www.researchgate.net/profile/Victor-Balogun/publication/45949716_Web-Based_Geographical_Information_System_GIS_for_Tourism_in_Oyo_State_Nigeria/links/5e6fa41092851ce30dfadf06/Web-Based-Geographical-Information-System-GIS-for-Tourism-in-Oyo-State-Nigeria.pdf
Geographical Tourism,Locating geographies of tourism,https://journals.sagepub.com/doi/abs/10.1177/0309132507086877,C Gibson,Progress in Human Geography,2008,"… on tourism have been absent until now. In this report, I attempt two things: first, I situate tourism in postwar geography… areas of emphasis in recent tourism geography. Although not taken …",,https://www.academia.edu/download/30842336/1.LocatingtourismPHG2008.pdf
Geographical Tourism,Tourism evolution: On the synergies of tourism studies and evolutionary economic geography,https://www.sciencedirect.com/science/article/pii/S0160738313000984,"P Brouder, RH Eriksson",Annals of tourism research,2013,"… sectors, of which tourism is a prime example. This paper introduces EEG to a wider tourism audience by presenting the core principles of EEG and how they relate to tourism studies. A …",,https://www.diva-portal.org/smash/get/diva2:641659/FULLTEXT02
Geographical Tourism,Food Geographical Indication in enhancing agricultural and tourism performance.,https://managementjournal.usamv.ro/pdf/vol.21_1/Art41.pdf,"L Hadelan, MJ Rogelj, O Mikuš, MZ Sušac",2021,2021,… of the Food Geographical Indication Scheme in the European Union countries and to determine their statistical connection with the development indicators in agriculture and tourism. …,,https://managementjournal.usamv.ro/pdf/vol.21_1/Art41.pdf
Geographical Tourism,Tourism development of World Heritage Sites in China: A geographic perspective,https://www.sciencedirect.com/science/article/pii/S0261517707000647,"M Li, B Wu, L Cai",Tourism Management,2008,… of tourism development at those sites. The study applies geographical tools in an examination of the geographical distribution of sites and their spatial relationship to tourist origin cities. …,,
Geographical Tourism,Towards a geographical political economy of tourism,https://www.elgaronline.com/edcollchap/edcoll/9781786439307/9781786439307.00015.xml,P Brouder,A research agenda for tourism geographies,2019,"… First, studies of tourism labour are an obvious point of departure, as tourism is a labour-intensive sector and tourism geographers have noted that the labour geography of tourism has …",,
Geographical Tourism,Spa and wellness tourism in Slovakia (A geographical analysis),https://sciendo.com/2/v2/download/article/10.1515/cjot-2017-0002.pdf,"A Kasagranda, D Gurňák",Czech Journal of Tourism,2017,"… tion of spa and wellness tourism and its resorts in Slovakia. … geographic research in spa and wellness tourism in Slovakia, brief assessment of development of spa and wellness tourism, …",,https://sciendo.com/2/v2/download/article/10.1515/cjot-2017-0002.pdf
